NAME,BRANDNAME,PB_ID,TRADE_NAME,FRANCHISE_NAME,ISO3,AREANAME4,AREANAME3,AREANAME2,AREANAME1,STABB,POSTCODE,FORMATTEDADDRESS,MAINADDRESSLINE,ADDRESSLASTLINE,LONGITUDE,LATITUDE,GEORESULT,CONFIDENCE_CODE,COUNTRY_ACCESS_CODE,TEL_NUM,FAXNUM,EMAIL,HTTP,OPEN_24H,BUSINESS_LINE,SIC1,SIC2,SIC8,SIC8_DESCRIPTION,ALT_INDUSTRY_CODE,MICODE,TRADE_DIVISION,GROUP,CLASS,SUB_CLASS,EMPLOYEE_HERE,EMPLOYEE_COUNT,YEAR_START,SALES_VOLUME_LOCAL,SALES_VOLUME_US_DOLLARS,CURRENCY_CODE,AGENT_CODE,LEGAL_STATUS_CODE,STATUS_CODE,SUBSIDIARY_INDICATOR,PARENT_BUSINESS_NAME,PARENT_ADDRESS,PARENT_STREET_ADDRESS,PARENT_AREANAME3,PARENT_AREANAME1,PARENT_COUNTRY,PARENT_POSTCODE,DOMESTIC_ULTIMATE_BUSINESS_NAME,DOMESTIC_ULTIMATE_ADDRESS,DOMESTIC_ULTIMATE_STREET_ADDRESS,DOMESTIC_ULTIMATE_AREANAME3,DOMESTIC_ULTIMATE_AREANAME1,DOMESTIC_ULTIMATE_POSTCODE,GLOBAL_ULTIMATE_INDICATOR,GLOBAL_ULTIMATE_BUSINESS_NAME,GLOBAL_ULTIMATE_ADDRESS,GLOBAL_ULTIMATE_STREET_ADDRESS,GLOBAL_ULTIMATE_AREANAME3,GLOBAL_ULTIMATE_AREANAME1,GLOBAL_ULTIMATE_COUNTRY,GLOBAL_ULTIMATE_POSTCODE,FAMILY_MEMBERS,HIERARCHY_CODE,TICKER_SYMBOL,EXCHANGE_NAME,geom
RUSTY NAIL GENERAL STORE,,2017076038,,,USA,,SHELBY,CLEVELAND,NORTH CAROLINA,NC,28152,"4345 W DIXON BLVD, SHELBY, NC 28152",4345 W DIXON BLVD,"SHELBY, NC 28152",-81.683307,35.298062,S8HPNTSCZA,HIGH,,(704) 434-2466,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-81.683307 35.298062)
DOLLAR TREE,DOLLAR TREE,2017108708,DOLLAR TREE,,USA,,FRANKLIN,MACON,NORTH CAROLINA,NC,28734,"111 COMMONS DR, FRANKLIN, NC 28734",111 COMMONS DR,"FRANKLIN, NC 28734",-83.367585,35.167583,S7HPNTSCZA,HIGH,,(828) 369-1472,,,WWW.DOLLARTREE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-83.367585 35.167583)
PINGS TIBET,,2017233943,,,USA,,WILMINGTON,NEW HANOVER,NORTH CAROLINA,NC,28401,"331 N FRONT ST, WILMINGTON, NC 28401",331 N FRONT ST,"WILMINGTON, NC 28401",-77.949361,34.239193,T16,MEDIUM,,(910) 772-1540,,,PINGSTIBET.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-77.949361 34.239193)
CYNTHIA MARTIN,,2017238731,,,USA,,WINSTON SALEM,FORSYTH,NORTH CAROLINA,NC,27107,"2838 WAUGHTOWN ST, WINSTON SALEM, NC 27107",2838 WAUGHTOWN ST,"WINSTON SALEM, NC 27107",-80.183923,36.075790,S8HPNTSCZA,HIGH,,(336) 788-4566,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-80.183923 36.07579)
FAMILY DOLLAR STORE,FAMILY DOLLAR,2017296962,FAMILY DOLLAR STORE,,USA,,PRINCETON,JOHNSTON,NORTH CAROLINA,NC,27569,"620 DOCTOR DONNIE H JONES JR BLVD E, PRINCETON, NC 27569",620 DOCTOR DONNIE H JONES JR BLVD E,"PRINCETON, NC 27569",-78.148739,35.461247,T16,MEDIUM,,(919) 936-0707,,PRESS@FAMILYDOLLAR.COM,WWW.FAMILYDOLLAR.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-78.148739 35.461247)
BARGAIN BUCK PLUS,,2017383587,,,USA,,ONEILL,HOLT,NEBRASKA,NE,68763,"107 S 4TH ST, ONEILL, NE 68763",107 S 4TH ST,"ONEILL, NE 68763",-98.648222,42.457341,S8HPNTSCZA,HIGH,,(402) 336-1701,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-98.648222 42.457341)
EVERYTHING 99,,2017682413,,,USA,,ATLANTIC CITY,ATLANTIC,NEW JERSEY,NJ,08401,"2523 BOARDWALK, ATLANTIC CITY, NJ 08401",2523 BOARDWALK,"ATLANTIC CITY, NJ 08401",-74.440893,39.353231,S8HPNTSCZA,HIGH,,(609) 344-6707,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.440893 39.353231)
VASQUEZ 99,,2017719250,,,USA,,PATERSON,PASSAIC,NEW JERSEY,NJ,07513,"608 21ST AVE, PATERSON, NJ 07513",608 21ST AVE,"PATERSON, NJ 07513",-74.147094,40.905314,S8HPNTSCZA,HIGH,,(973) 881-0028,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.147094 40.905314)
A TOUCH OF LANCASTER COUNTY,,2017831994,,,USA,,WILLIAMSTOWN,GLOUCESTER,NEW JERSEY,NJ,08094,"1951 N BLACK HORSE PIKE, WILLIAMSTOWN, NJ 08094",1951 N BLACK HORSE PIKE,"WILLIAMSTOWN, NJ 08094",-75.018212,39.714107,S8HPNTSCZA,HIGH,,(856) 262-3334,,,WWW.IDONTHAVEONE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-75.018212 39.714107)
DOLLAR TREE,DOLLAR TREE,2017865005,DOLLAR TREE,,USA,,DEMING,LUNA,NEW MEXICO,NM,88030,"1021 E PINE ST, DEMING, NM 88030",1021 E PINE ST,"DEMING, NM 88030",-107.747252,32.270489,S8HPNTSCZA,HIGH,,(575) 544-0966,,,WWW.DOLLARTREE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-107.747252 32.270489)
TRUJILLOS COUNTRY STORE,,2017898063,,,USA,,BLANCO,SAN JUAN,NEW MEXICO,NM,87412,"7418 US-64 E, BLANCO, NM 87412",7418 US-64 E,"BLANCO, NM 87412",-107.819132,36.724054,T13,MEDIUM,,(505) 632-2654,(505) 634-0698,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-107.819132 36.724054)
NATAN UNISTORE,,2018295520,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11230,"1217 FOSTER AVE, BROOKLYN, NY 11230",1217 FOSTER AVE,"BROOKLYN, NY 11230",-73.965203,40.633204,S8HPNTSCZA,HIGH,,(347) 240-9191,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.965203 40.633204)
992 FLATBUSH,,2018606551,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11226,"992 FLATBUSH AVE, BROOKLYN, NY 11226",992 FLATBUSH AVE,"BROOKLYN, NY 11226",-73.958457,40.647114,S8HPNTSCZA,HIGH,,(718) 284-3701,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.958457 40.647114)
GOLDEN FOOD,,2018678859,,,USA,,NEW YORK,NEW YORK,NEW YORK,NY,10016,"241 MADISON AVE, NEW YORK, NY 10016",241 MADISON AVE,"NEW YORK, NY 10016",-73.980944,40.749970,S8HPNTSCZA,HIGH,,(212) 685-6498,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.980944 40.74997)
TIGER WHOLESALE,,2018691322,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11233,"1824 ATLANTIC AVE, BROOKLYN, NY 11233",1824 ATLANTIC AVE,"BROOKLYN, NY 11233",-73.928986,40.677151,S8HPNTSCZA,HIGH,,(718) 604-2299,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.928986 40.677151)
FATHER & SON VARIETY STORE,,2018770676,,,USA,,BROOKLYN,KINGS,NEW YORK,NY,11216,"671 NOSTRAND AVE, BROOKLYN, NY 11216",671 NOSTRAND AVE,"BROOKLYN, NY 11216",-73.949954,40.674169,S8HPNTSCZA,HIGH,,(347) 295-1600,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-73.949954 40.674169)
SPENCER'S,SPENCER'S,2018915189,,,USA,,FINDLAY,HANCOCK,OHIO,OH,45840,"1800 TIFFIN AVE, FINDLAY, OH 45840",1800 TIFFIN AVE,"FINDLAY, OH 45840",-83.614214,41.054999,S8HPNTSCZA,HIGH,,(419) 425-8797,,,WWW.SPENCERSONLINE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-83.614214 41.054999)
SPENCER'S,SPENCER'S,2018928004,,,USA,,SANDUSKY,ERIE,OHIO,OH,44870,"4314 MILAN RD, SANDUSKY, OH 44870",4314 MILAN RD,"SANDUSKY, OH 44870",-82.669020,41.418481,S8HPNTSCZA,HIGH,,(419) 621-1295,,,WWW.SPENCERSONLINE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-82.66902 41.418481)
R O DOLLAR,,2019012962,,,USA,,PIQUA,MIAMI,OHIO,OH,45356,"1598 COVINGTON AVE, PIQUA, OH 45356",1598 COVINGTON AVE,"PIQUA, OH 45356",-84.267277,40.141593,S8HPNTSCZA,HIGH,,(937) 773-8555,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-84.267277 40.141593)
THE DOLLAR SHOP,,2019144137,,,USA,,COLUMBUS,FRANKLIN,OHIO,OH,43232,"2720 EASTLAND MALL, COLUMBUS, OH 43232",2720 EASTLAND MALL,"COLUMBUS, OH 43232",-82.883686,39.919100,S8HPNTSCZA,HIGH,,(614) 751-6766,,,WWW.THEDOLLARSHOPOH.COM/,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-82.883686 39.9191)
ASHLAND BAY TRADING COMPANY,,2019409089,,,USA,,WILSONVILLE,CLACKAMAS,OREGON,OR,97070,"27501 SW 95TH AVE, WILSONVILLE, OR 97070",27501 SW 95TH AVE,"WILSONVILLE, OR 97070",-122.773914,45.321119,S8HPNTSCZA,HIGH,,(503) 783-1224,,INFO@YOURSTORE.COM,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-122.773914 45.321119)
BRIGHTWOOD COUNTRY STORE,,2019409809,,,USA,,BRIGHTWOOD,CLACKAMAS,OREGON,OR,97011,"63029 E BRIGHTWOOD BRIDGE RD, BRIGHTWOOD, OR 97011",63029 E BRIGHTWOOD BRIDGE RD,"BRIGHTWOOD, OR 97011",-122.016371,45.376970,S8HPNTSCZA,HIGH,,(503) 622-4771,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-122.016371 45.37697)
DEAD MAN'S CHEST,,2019410582,,,USA,,SPRINGFIELD,LANE,OREGON,OR,97477,"103 S 21ST ST, SPRINGFIELD, OR 97477",103 S 21ST ST,"SPRINGFIELD, OR 97477",-122.994176,44.045602,S8HPNTSCZA,HIGH,,(541) 747-2837,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-122.994176 44.045602)
THE GENERAL STORE,,2019411022,,,USA,,AURORA,MARION,OREGON,OR,97002,"21338 HIGHWAY 99E NE, AURORA, OR 97002",21338 HIGHWAY 99E NE,"AURORA, OR 97002",-122.756836,45.228066,T16,MEDIUM,,(503) 678-1877,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-122.756836 45.228066)
COAST TO COAST SHIP SUPPLIES,,2019492933,,,USA,,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,PA,19147,"1316 S HOWARD ST, PHILADELPHIA, PA 19147",1316 S HOWARD ST,"PHILADELPHIA, PA 19147",-75.147028,39.930873,T16,MEDIUM,,(215) 468-3296,,LUIGI@ESHIPLINE.COM,ESHIPLINE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-75.147028 39.930873)
FAMILY DOLLAR STORE,FAMILY DOLLAR,2019548896,FAMILY DOLLAR STORE,,USA,,MIDDLETOWN,DAUPHIN,PENNSYLVANIA,PA,17057,"300 W MAIN ST, MIDDLETOWN, PA 17057",300 W MAIN ST,"MIDDLETOWN, PA 17057",-76.735699,40.197861,S5HPNTSCZA,HIGH,,(717) 930-3590,,PRESS@FAMILYDOLLAR.COM,WWW.FAMILYDOLLAR.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-76.735699 40.197861)
POPPY & GRAM,,2019573951,,,USA,,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,PA,19146,"1700 DICKINSON ST, PHILADELPHIA, PA 19146",1700 DICKINSON ST,"PHILADELPHIA, PA 19146",-75.173088,39.932200,S8HPNTSCZA,HIGH,,(215) 271-1320,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-75.173088 39.9322)
FAMILY DOLLAR STORE,FAMILY DOLLAR,2019809698,FAMILY DOLLAR STORE,,USA,,JEANNETTE,WESTMORELAND,PENNSYLVANIA,PA,15644,"501 CLAY AVE, JEANNETTE, PA 15644",501 CLAY AVE,"JEANNETTE, PA 15644",-79.618365,40.327849,S8HPNTSCZA,HIGH,,(724) 523-3130,,,WWW.FAMILYDOLLAR.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-79.618365 40.327849)
FULTON'S GENERAL STORE,,2019838119,,,USA,,DRIFTWOOD,CAMERON,PENNSYLVANIA,PA,15832,"8106 BRIDGE ST, DRIFTWOOD, PA 15832",8106 BRIDGE ST,"DRIFTWOOD, PA 15832",-78.135438,41.336825,S8HPNTSCZA,HIGH,,(814) 546-2654,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-78.135438 41.336825)
DOLLAR SENSE,,2019874092,,,USA,,PITTSBURGH,ALLEGHENY,PENNSYLVANIA,PA,15236,"5301 GROVE RD, PITTSBURGH, PA 15236",5301 GROVE RD,"PITTSBURGH, PA 15236",-80.001673,40.358684,S8HPNTSCZA,HIGH,,(412) 882-5925,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-80.001673 40.358684)
DOLLAR DEAL,,2020118127,,,USA,,DILLON,DILLON,SOUTH CAROLINA,SC,29536,"115 W MAIN ST, DILLON, SC 29536",115 W MAIN ST,"DILLON, SC 29536",-79.373293,34.417346,S8HPNTSCZA,HIGH,,(843) 774-5380,(843) 774-5380,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-79.373293 34.417346)
KOONS LITTLE COUNTRY STORE,,2020122799,,,USA,,DILLON,DILLON,SOUTH CAROLINA,SC,29536,"3261 DILLON HWY, DILLON, SC 29536",3261 DILLON HWY,"DILLON, SC 29536",-79.261611,34.383810,S7HPNTSCZA,HIGH,,(843) 774-1805,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-79.261611 34.38381)
SPENCER'S,SPENCER'S,2020134426,,,USA,,GREENVILLE,GREENVILLE,SOUTH CAROLINA,SC,29607,"700 HAYWOOD RD, GREENVILLE, SC 29607",700 HAYWOOD RD,"GREENVILLE, SC 29607",-82.331643,34.849050,S8HPNTSCZA,HIGH,,(864) 288-4091,,,WWW.SPENCERSONLINE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-82.331643 34.84905)
SPENCER'S,SPENCER'S,2020134921,,,USA,,MYRTLE BEACH,HORRY,SOUTH CAROLINA,SC,29577,"2000 COASTAL GRAND CIR, MYRTLE BEACH, SC 29577",2000 COASTAL GRAND CIR,"MYRTLE BEACH, SC 29577",-78.923497,33.702490,S8HPNTSCZA,HIGH,,(843) 839-0996,,,WWW.SPENCERSONLINE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-78.923497 33.70249)
DOLLAR A DAY LENDERS,,2020184160,,,USA,,RAPID CITY,PENNINGTON,SOUTH DAKOTA,SD,57701,"1209 E SAINT PATRICK ST, RAPID CITY, SD 57701",1209 E SAINT PATRICK ST,"RAPID CITY, SD 57701",-103.196139,44.067200,S8HPNTSCZA,HIGH,,(605) 718-5001,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-103.196139 44.0672)
SASS IT UP,,2020227577,,,USA,,COLLIERVILLE,SHELBY,TENNESSEE,TN,38017,"116 N MAIN ST, COLLIERVILLE, TN 38017",116 N MAIN ST,"COLLIERVILLE, TN 38017",-89.663883,35.043132,S8HPNTSCZA,HIGH,,(901) 221-8085,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-89.663883 35.043132)
LATEXO GENERAL STORE & GRILL,,2020545628,,,USA,,CROCKETT,HOUSTON,TEXAS,TX,75835,"3957 US HIGHWAY 287 N, CROCKETT, TX 75835",3957 US HIGHWAY 287 N,"CROCKETT, TX 75835",-95.476537,31.395077,S8HPNTSCZA,HIGH,,(936) 544-4000,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-95.476537 31.395077)
SLOCUM COUNTRY STORE,,2020624053,,,USA,,ELKHART,ANDERSON,TEXAS,TX,75839,"5886 E STATE HIGHWAY 294, ELKHART, TX 75839",5886 E STATE HIGHWAY 294,"ELKHART, TX 75839",-95.459757,31.630822,S8HPNTSCZA,HIGH,,(903) 478-2321,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-95.459757 31.630822)
FAMILY DOLLAR STORE,FAMILY DOLLAR,2020775308,FAMILY DOLLAR STORE,,USA,,EAGLE LAKE,COLORADO,TEXAS,TX,77434,"2150 CALHOUN RD, EAGLE LAKE, TX 77434",2150 CALHOUN RD,"EAGLE LAKE, TX 77434",-96.363098,29.533515,T20,LOW,,(979) 234-2146,,,WWW.FAMILYDOLLAR.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-96.363098 29.533515)
TOWN & COUNTRY STORE,,2020788665,,,USA,,EAGLE LAKE,COLORADO,TEXAS,TX,77434,"403 HIGHWAY 3013 W, EAGLE LAKE, TX 77434",403 HIGHWAY 3013 W,"EAGLE LAKE, TX 77434",-96.322941,29.576903,S8HPNTSCZA,HIGH,,(979) 234-5223,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-96.322941 29.576903)
BLACK DIAMOND PRODUCE & GENERAL STORE,,2020974983,,,USA,,LULING,CALDWELL,TEXAS,TX,78648,"1220 E PIERCE ST, LULING, TX 78648",1220 E PIERCE ST,"LULING, TX 78648",-97.637555,29.678316,S8HPNTSCZA,HIGH,,(830) 875-6070,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-97.637555 29.678316)
NEW BRAUNFELS GENERAL STORE,,2020996961,,,USA,,NEW BRAUNFELS,GUADALUPE,TEXAS,TX,78130,"1150 S STATE HIGHWAY 46, NEW BRAUNFELS, TX 78130",1150 S STATE HIGHWAY 46,"NEW BRAUNFELS, TX 78130",-98.079428,29.691515,S8HPNTSCZA,HIGH,,(830) 626-0702,,,WWW.GRUENEGENERALSTORE.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-98.079428 29.691515)
BLANCONIA COUNTRY STORE,,2021005013,,,USA,,BEEVILLE,BEE,TEXAS,TX,78102,"11263 HIGHWAY 202, BEEVILLE, TX 78102",11263 HIGHWAY 202,"BEEVILLE, TX 78102",-97.407671,28.390182,S8HPNTSCZA,HIGH,,(361) 526-1545,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-97.407671 28.390182)
VARIEDADES EL SALBORDAR,,2021149960,,,USA,,HOUSTON,HARRIS,TEXAS,TX,77072,"11236 BEECHNUT ST, HOUSTON, TX 77072",11236 BEECHNUT ST,"HOUSTON, TX 77072",-95.576250,29.688220,S5HPNTSCZA,HIGH,,(832) 230-3981,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-95.57625 29.68822)
FAMILY DOLLAR STORE,FAMILY DOLLAR,2021390593,FAMILY DOLLAR STORE,,USA,,JONESVILLE,LEE,VIRGINIA,VA,24263,"32689 MAIN ST, JONESVILLE, VA 24263",32689 MAIN ST,"JONESVILLE, VA 24263",-83.126447,36.685333,S8HPNTSCZA,HIGH,,(276) 346-3762,,,WWW.FAMILYDOLLAR.COM,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-83.126447 36.685333)
